Number,question,Annotated Class,Manual Annotation,class,Manual Check,Remarks,Number of empty annotations: 1
437,what did ivan pavlov invented?,TopicalConcept,"TopicalConcept (AcademicSubject, CardinalDirection, Fashion, Genre, Ideology, MathematicalConcept, PhilosophicalConcept, PoliticalConcept, ScientificConcept, Standard, SystemOfLaw, Tax, Taxon, TheologicalConcept, Type)",SCIENCE,,,
438,what did jack kevorkian go to prison for?,Event,"Event (Competition, LifeCycleEvent, NaturalEvent, SocietalEvent)",['base.skosbase.skos_concept'],,,
439,what did james k polk believe in?,,REMOVE,RELIGION,,owl:Thing,
440,what did james madison wrote?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LITERATURE,,,
441,what did jeff corwin major in?,TopicalConcept,"TopicalConcept (AcademicSubject, CardinalDirection, Fashion, Genre, Ideology, MathematicalConcept, PhilosophicalConcept, PoliticalConcept, ScientificConcept, Standard, SystemOfLaw, Tax, Taxon, TheologicalConcept, Type)",HUMAN,,,
442,what did jimmy valvano die with?,Disease,Disease,HUMAN,,,
443,what did johannes kepler accomplish?,TopicalConcept,"TopicalConcept (AcademicSubject, CardinalDirection, Fashion, Genre, Ideology, MathematicalConcept, PhilosophicalConcept, PoliticalConcept, ScientificConcept, Standard, SystemOfLaw, Tax, Taxon, TheologicalConcept, Type)",HUMAN,,,
444,what did john howard study at university?,TopicalConcept,"TopicalConcept (AcademicSubject, CardinalDirection, Fashion, Genre, Ideology, MathematicalConcept, PhilosophicalConcept, PoliticalConcept, ScientificConcept, Standard, SystemOfLaw, Tax, Taxon, TheologicalConcept, Type)",EDUCATION,,,
445,what did john quincy adams died of?,Disease,Disease,HUMAN,,,
446,what did john williams play?,Activity,"Activity (Game, Sales, Sport)",MUSIC,,,
447,what did johnny crawford sing?,Work,"Work (Artwork, Cartoon, CollectionOfValuables, Database, Document, Film, LineOfFashion, MusicalWork, RadioProgram, Software, TelevisionEpisode, TelevisionSeason, TelevisionShow, Website, WrittenWork)","['common.topic', 'music.release_track']",,,
448,what did jordyn wieber win gold for?,Activity,"Activity (Game, Sales, Sport)",None,,,
449,what did joseph lister do for science?,TopicalConcept,"TopicalConcept (AcademicSubject, CardinalDirection, Fashion, Genre, Ideology, MathematicalConcept, PhilosophicalConcept, PoliticalConcept, ScientificConcept, Standard, SystemOfLaw, Tax, Taxon, TheologicalConcept, Type)",COMPANY,,,
450,what did julia roberts won an oscar for?,Work,"Work (Artwork, Cartoon, CollectionOfValuables, Database, Document, Film, LineOfFashion, MusicalWork, RadioProgram, Software, TelevisionEpisode, TelevisionSeason, TelevisionShow, Website, WrittenWork)",MOVIE,,,
451,what did julian fellowes write?,Work,"Work (Artwork, Cartoon, CollectionOfValuables, Database, Document, Film, LineOfFashion, MusicalWork, RadioProgram, Software, TelevisionEpisode, TelevisionSeason, TelevisionShow, Website, WrittenWork)",TV,,,
452,what did kellie martin play on?,Work,"Work (Artwork, Cartoon, CollectionOfValuables, Database, Document, Film, LineOfFashion, MusicalWork, RadioProgram, Software, TelevisionEpisode, TelevisionSeason, TelevisionShow, Website, WrittenWork)",MOVIE,,,
453,what did kenny everett die off?,Disease,Disease,ART,,,
454,what did king edward vi died from?,Disease,Disease,HUMAN,,,
455,what did king george vi die of?,Disease,Disease,HUMAN,,,
456,what did kourtney kardashian go to college for?,TopicalConcept,"TopicalConcept (AcademicSubject, CardinalDirection, Fashion, Genre, Ideology, MathematicalConcept, PhilosophicalConcept, PoliticalConcept, ScientificConcept, Standard, SystemOfLaw, Tax, Taxon, TheologicalConcept, Type)",LOC,,,
457,what did larry hagman die of?,Disease,Disease,HUMAN,,,
458,what did lbj die of?,Disease,Disease,['base.skosbase.skos_concept'],,,
459,what did lucille ball die of?,Disease,Disease,HUMAN,,,
460,what did maria theresa rule?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)","['common.topic', 'base.type_ontology.non_agent', 'music.release', 'media_common.creative_work']",,,
461,what did mary harris jones accomplish?,TopicalConcept,"TopicalConcept (AcademicSubject, CardinalDirection, Fashion, Genre, Ideology, MathematicalConcept, PhilosophicalConcept, PoliticalConcept, ScientificConcept, Standard, SystemOfLaw, Tax, Taxon, TheologicalConcept, Type)","['common.topic', 'base.popstra.topic', 'base.popstra.sww_base', 'organization.organization_sector', 'user.micahsaul.advertising.advertised_thing', 'base.activism.topic', 'base.popstra.organization', 'base.activism.activism_issue']",,,
462,what did michael faraday accomplish?,TopicalConcept,"TopicalConcept (AcademicSubject, CardinalDirection, Fashion, Genre, Ideology, MathematicalConcept, PhilosophicalConcept, PoliticalConcept, ScientificConcept, Standard, SystemOfLaw, Tax, Taxon, TheologicalConcept, Type)",LITERATURE,,,
463,what did michelle obama do?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",POLITICS,,,
464,what did mitch hedberg od on?,Disease,Disease,HUMAN,,,
465,what did mozart do to become famous?,Work,"Work (Artwork, Cartoon, CollectionOfValuables, Database, Document, Film, LineOfFashion, MusicalWork, RadioProgram, Software, TelevisionEpisode, TelevisionSeason, TelevisionShow, Website, WrittenWork)",['http://www.w3.org/2000/01/rdf-schema#Class'],,,
466,what did newton discover or invent?,TopicalConcept,"TopicalConcept (AcademicSubject, CardinalDirection, Fashion, Genre, Ideology, MathematicalConcept, PhilosophicalConcept, PoliticalConcept, ScientificConcept, Standard, SystemOfLaw, Tax, Taxon, TheologicalConcept, Type)",SCIENCE,,,
467,what did nick carter sister died of?,Disease,Disease,MEDICINE,,,
468,what did nick clegg study at university?,TopicalConcept,"TopicalConcept (AcademicSubject, CardinalDirection, Fashion, Genre, Ideology, MathematicalConcept, PhilosophicalConcept, PoliticalConcept, ScientificConcept, Standard, SystemOfLaw, Tax, Taxon, TheologicalConcept, Type)",LITERATURE,,,
469,what did nintendo announce at e3 2012?,Work,"Work (Artwork, Cartoon, CollectionOfValuables, Database, Document, Film, LineOfFashion, MusicalWork, RadioProgram, Software, TelevisionEpisode, TelevisionSeason, TelevisionShow, Website, WrittenWork)",COMPANY,,,
470,what did nixon do when he was president?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",DATE-TIME,,,
471,what did obama study in school?,TopicalConcept,"TopicalConcept (AcademicSubject, CardinalDirection, Fashion, Genre, Ideology, MathematicalConcept, PhilosophicalConcept, PoliticalConcept, ScientificConcept, Standard, SystemOfLaw, Tax, Taxon, TheologicalConcept, Type)",LITERATURE,,,
472,what did patrick swayze sing?,Work,"Work (Artwork, Cartoon, CollectionOfValuables, Database, Document, Film, LineOfFashion, MusicalWork, RadioProgram, Software, TelevisionEpisode, TelevisionSeason, TelevisionShow, Website, WrittenWork)","['common.topic', 'base.type_ontology.non_agent', 'base.type_ontology.abstract', 'base.type_ontology.inanimate', 'music.album']",,,
473,what did people in the bible say about jesus?,Text,Text,LITERATURE,,,
474,what did randy jackson play in journey?,Work,"Work (Artwork, Cartoon, CollectionOfValuables, Database, Document, Film, LineOfFashion, MusicalWork, RadioProgram, Software, TelevisionEpisode, TelevisionSeason, TelevisionShow, Website, WrittenWork)",['base.wordnet.word'],,,
475,what did regina hall play in?,Work,"Work (Artwork, Cartoon, CollectionOfValuables, Database, Document, Film, LineOfFashion, MusicalWork, RadioProgram, Software, TelevisionEpisode, TelevisionSeason, TelevisionShow, Website, WrittenWork)",MOVIE,,,
476,what did richard arkwright contribute to the industrial revolution?,TopicalConcept,"TopicalConcept (AcademicSubject, CardinalDirection, Fashion, Genre, Ideology, MathematicalConcept, PhilosophicalConcept, PoliticalConcept, ScientificConcept, Standard, SystemOfLaw, Tax, Taxon, TheologicalConcept, Type)",SCIENCE,,,
477,what did roald dahl write?,Work,"Work (Artwork, Cartoon, CollectionOfValuables, Database, Document, Film, LineOfFashion, MusicalWork, RadioProgram, Software, TelevisionEpisode, TelevisionSeason, TelevisionShow, Website, WrittenWork)",LITERATURE,,,
478,what did rob kardashian get surgery for?,Disease,Disease,HUMAN,,,
479,what did robert boyle accomplish?,TopicalConcept,"TopicalConcept (AcademicSubject, CardinalDirection, Fashion, Genre, Ideology, MathematicalConcept, PhilosophicalConcept, PoliticalConcept, ScientificConcept, Standard, SystemOfLaw, Tax, Taxon, TheologicalConcept, Type)","['common.topic', 'symbols.namesake', 'user.coco.science.topic', 'user.coco.science.concepts_theories']",,,
480,what did robert koch do?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
481,what did ron howard direct?,Work,"Work (Artwork, Cartoon, CollectionOfValuables, Database, Document, Film, LineOfFashion, MusicalWork, RadioProgram, Software, TelevisionEpisode, TelevisionSeason, TelevisionShow, Website, WrittenWork)",COMPANY,,,
482,what did ronnie radke do?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)","['common.topic', 'common.document', 'freebase.query']",,,
483,what did roy rogers die of?,Disease,Disease,None,,,
484,what did ryan dunn died from?,Disease,Disease,HUMAN,,,
485,what did sammy davis jr die of?,Disease,Disease,HUMAN,,,
486,what did samuel de champlain?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
487,what did shawnee smith play in?,Work,"Work (Artwork, Cartoon, CollectionOfValuables, Database, Document, Film, LineOfFashion, MusicalWork, RadioProgram, Software, TelevisionEpisode, TelevisionSeason, TelevisionShow, Website, WrittenWork)",MOVIE,WORK,,
488,what did shawnee smith star in?,Work,"Work (Artwork, Cartoon, CollectionOfValuables, Database, Document, Film, LineOfFashion, MusicalWork, RadioProgram, Software, TelevisionEpisode, TelevisionSeason, TelevisionShow, Website, WrittenWork)",MOVIE,,,
489,what did sir john frederick william herschel do?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",LITERATURE,,,
490,what did skinner believe?,,REMOVE,LITERATURE,,owl:Thing,
491,what did st. matthew do?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",LITERATURE,,,
492,what did susan atkins die of?,Disease,Disease,HUMAN,,,
493,what did taylor swift do at the vmas 2012?,Award,"Award (Decoration, NobelPrize)",ENTITY,,,
494,what did the german revolution lead to?,Event,"Event (Competition, LifeCycleEvent, NaturalEvent, SocietalEvent)",['base.wordnet.word'],,,
495,what did the harlem renaissance created?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",LITERATURE,,,
496,what did the new orleans hornets used to be?,Text,Text,SPORTS,,,
497,what did the ottoman empire look like?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
498,what did the scientist thomson discover?,TopicalConcept,"TopicalConcept (AcademicSubject, CardinalDirection, Fashion, Genre, Ideology, MathematicalConcept, PhilosophicalConcept, PoliticalConcept, ScientificConcept, Standard, SystemOfLaw, Tax, Taxon, TheologicalConcept, Type)","['common.topic', 'base.type_ontology.non_agent', 'base.type_ontology.abstract', 'music.recording', 'music.single']",,,
499,what did theodor schwann contribute to our understanding of cells?,TopicalConcept,"TopicalConcept (AcademicSubject, CardinalDirection, Fashion, Genre, Ideology, MathematicalConcept, PhilosophicalConcept, PoliticalConcept, ScientificConcept, Standard, SystemOfLaw, Tax, Taxon, TheologicalConcept, Type)",LITERATURE,,,
500,what did theodore roosevelt do that brought him to national prominence?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",MOVIE,,,
501,what did thomson discover with his cathode ray tube experiment?,TopicalConcept,"TopicalConcept (AcademicSubject, CardinalDirection, Fashion, Genre, Ideology, MathematicalConcept, PhilosophicalConcept, PoliticalConcept, ScientificConcept, Standard, SystemOfLaw, Tax, Taxon, TheologicalConcept, Type)","['common.topic', 'base.type_ontology.non_agent', 'base.type_ontology.abstract', 'music.recording', 'music.single']",,,
502,what did thoreau die from?,Disease,Disease,HUMAN,,,
503,what did wagner compose?,Work,"Work (Artwork, Cartoon, CollectionOfValuables, Database, Document, Film, LineOfFashion, MusicalWork, RadioProgram, Software, TelevisionEpisode, TelevisionSeason, TelevisionShow, Website, WrittenWork)",COMPANY,,,
504,what did whitney houston die of?,Disease,Disease,"['common.topic', 'music.release_track']",,,
505,what did whitney houston die off?,Disease,Disease,"['common.topic', 'music.release_track']",,,
506,what did william howe do in the revolutionary war?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",ART,,,
507,what did william shakespeare do for a living?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
508,what did writers of the harlem renaissance write about?,TopicalConcept,"TopicalConcept (AcademicSubject, CardinalDirection, Fashion, Genre, Ideology, MathematicalConcept, PhilosophicalConcept, PoliticalConcept, ScientificConcept, Standard, SystemOfLaw, Tax, Taxon, TheologicalConcept, Type)",None,,,
509,what disease did anne frank get?,Disease,Disease,HUMAN,,,
510,what disease did helen keller?,Disease,Disease,MOVIE,,,
511,what disease has jack osbourne got?,Disease,Disease,HUMAN,,,
512,what district does john cornyn represent?,Place,"Place (ArchitecturalStructure, CelestialBody, Cemetery, ConcentrationCamp, CountrySeat, Garden, HistoricPlace, Mine, Monument, NaturalPlace, Park, PopulatedPlace, ProtectedArea, SiteOfSpecialScientificInterest, WineRegion, WorldHeritageSite)",LOC,,,
513,what division did the baltimore colts play in?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",COMPANY,,,
514,what division is cincinnati bengals in?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",COMPANY,,,
515,what do barack obama do as a president?,Work,"Work (Artwork, Cartoon, CollectionOfValuables, Database, Document, Film, LineOfFashion, MusicalWork, RadioProgram, Software, TelevisionEpisode, TelevisionSeason, TelevisionShow, Website, WrittenWork)",LITERATURE,,,
516,what do catholics call their god?,Text,Text,"['common.topic', 'base.type_ontology.non_agent', 'base.type_ontology.abstract', 'music.recording', 'music.single']",,,
517,what do costa ricans speak?,Language,Language (ProgrammingLanguage),LANG,,,
518,what do do in new york?,Activity,"Activity (Game, Sales, Sport)","['common.topic', 'base.type_ontology.non_agent', 'base.type_ontology.abstract', 'music.recording', 'music.single']",,,
519,what do ethiopia import and export?,,REMOVE,LITERATURE,,no info,
520,what do ethnic russians look like?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)","['common.topic', 'base.type_ontology.agent', 'base.type_ontology.abstract', 'music.artist', 'music.musical_group']",,,
521,what do hungarian people speak?,Language,Language (ProgrammingLanguage),"['type.lang', 'base.cldrinfo.langinfo']",,,
522,what do israeli people speak?,Language,Language (ProgrammingLanguage),LANG,,,
523,what do italy people eat for breakfast?,Food,"Food (Beverage, Cheese)",LITERATURE,,,
524,what do mali people speak?,Language,Language (ProgrammingLanguage),LANG,,,
525,what do michelle obama do for a living?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",HUMAN,,,
526,what do most nigerians speak?,Language,Language (ProgrammingLanguage),LANG,,,
527,what do people from guam speak?,Language,Language (ProgrammingLanguage),LANG,,,
528,what do people from spain speak?,Language,Language (ProgrammingLanguage),LANG,,,
529,what do people go to amsterdam for?,Activity,"Activity (Game, Sales, Sport)",LOC,,,
530,what do people in the czech republic speak?,Language,Language (ProgrammingLanguage),LANG,,,
531,what do people speak in singapore?,Language,Language (ProgrammingLanguage),LANG,,,
532,what do spain call their money?,Text,Text,CURRENCY,,,
533,what do the colors on mali's flag represent?,Colour,Colour,"['common.topic', 'symbols.flag', 'user.skud.flags.topic']",,,
534,what do the islamic believe?,Agent,"Agent (Deity, Employer, Family, Organisation, Person)",['base.skosbase.skos_concept'],,,
